2021-11-01 00:00:00,raduzhny_1_heavy,200,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_1_light,3800,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_3_light,3800,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,zvezda_1,250,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 01:00:00,raduzhny_1_heavy,400,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_1_light,3600,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_3_light,3600,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,zvezda_1,500,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 02:00:00,raduzhny_1_heavy,600,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_1_light,3400,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_3_light,3400,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,zvezda_1,750,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 03:00:00,raduzhny_1_heavy,800,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_1_light,3200,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_3_light,3200,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,zvezda_1,1000,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 04:00:00,raduzhny_1_heavy,1000,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_1_light,3000,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_3_light,3000,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,zvezda_1,1250,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
